hour,day_of_week,weather_score,event_impact,historical_avg,traffic_level,zone,is_weekend,is_ramadan,timestamp
3,2,1.0,0.0,0.366,0.0,Anfa,False,True,2025-04-02 03:33:59.207866
3,2,1.0,0.0,0.703,0.037,Sidi_Bernoussi,False,True,2025-04-02 03:33:59.207866
3,2,0.7,0.0,0.27,0.01,Hay_Hassani,False,True,2025-04-02 03:33:59.207866
3,2,1.0,0.0,0.908,0.099,Ain_Sebaa,False,True,2025-04-02 03:33:59.207866
4,2,0.7,0.0,0.726,0.045,Centre_Ville,False,True,2025-04-02 04:33:59.207866
4,2,1.0,0.0,0.549,0.08,Maarif,False,True,2025-04-02 04:33:59.207866
4,2,1.0,0.3,0.34,0.375,Anfa,False,True,2025-04-02 04:33:59.207866
4,2,1.0,0.0,0.686,0.243,Sidi_Bernoussi,False,True,2025-04-02 04:33:59.207866
4,2,1.0,0.0,0.273,0.005,Hay_Hassani,False,True,2025-04-02 04:33:59.207866
4,2,1.0,0.0,0.911,0.171,Ain_Sebaa,False,True,2025-04-02 04:33:59.207866
5,2,1.0,0.0,0.699,0.176,Centre_Ville,False,True,2025-04-02 05:33:59.207866
5,2,1.0,0.0,0.543,0.124,Maarif,False,True,2025-04-02 05:33:59.207866
5,2,1.0,0.0,0.354,0.066,Anfa,False,True,2025-04-02 05:33:59.207866
5,2,1.0,0.0,0.679,0.174,Sidi_Bernoussi,False,True,2025-04-02 05:33:59.207866
5,2,1.0,0.0,0.276,0.13,Hay_Hassani,False,True,2025-04-02 05:33:59.207866
5,2,1.0,0.0,0.905,0.279,Ain_Sebaa,False,True,2025-04-02 05:33:59.207866
6,2,1.0,0.0,0.697,1.0,Centre_Ville,False,True,2025-04-02 06:33:59.207866
6,2,1.0,0.0,0.512,0.973,Maarif,False,True,2025-04-02 06:33:59.207866
6,2,0.7,0.0,0.343,0.443,Anfa,False,True,2025-04-02 06:33:59.207866
6,2,1.0,0.0,0.689,1.0,Sidi_Bernoussi,False,True,2025-04-02 06:33:59.207866
6,2,1.0,0.0,0.292,0.395,Hay_Hassani,False,True,2025-04-02 06:33:59.207866
6,2,1.0,0.0,0.899,1.0,Ain_Sebaa,False,True,2025-04-02 06:33:59.207866
7,2,1.0,0.0,0.71,1.0,Centre_Ville,False,True,2025-04-02 07:33:59.207866
7,2,1.0,0.0,0.565,0.825,Maarif,False,True,2025-04-02 07:33:59.207866
7,2,1.0,0.0,0.38,0.503,Anfa,False,True,2025-04-02 07:33:59.207866
7,2,1.0,0.0,0.677,0.914,Sidi_Bernoussi,False,True,2025-04-02 07:33:59.207866
7,2,1.0,0.0,0.259,0.452,Hay_Hassani,False,True,2025-04-02 07:33:59.207866
7,2,1.0,0.0,0.87,1.0,Ain_Sebaa,False,True,2025-04-02 07:33:59.207866
8,2,0.7,0.0,0.677,0.866,Centre_Ville,False,True,2025-04-02 08:33:59.207866
8,2,1.0,0.0,0.532,0.886,Maarif,False,True,2025-04-02 08:33:59.207866
8,2,0.7,0.0,0.381,0.379,Anfa,False,True,2025-04-02 08:33:59.207866
8,2,0.7,0.0,0.715,0.827,Sidi_Bernoussi,False,True,2025-04-02 08:33:59.207866
8,2,0.7,0.0,0.29,0.322,Hay_Hassani,False,True,2025-04-02 08:33:59.207866
8,2,1.0,0.0,0.904,1.0,Ain_Sebaa,False,True,2025-04-02 08:33:59.207866
9,2,1.0,0.0,0.702,0.997,Centre_Ville,False,True,2025-04-02 09:33:59.207866
9,2,1.0,0.0,0.542,0.739,Maarif,False,True,2025-04-02 09:33:59.207866
9,2,1.0,0.0,0.34,0.434,Anfa,False,True,2025-04-02 09:33:59.207866
9,2,1.0,0.0,0.684,0.931,Sidi_Bernoussi,False,True,2025-04-02 09:33:59.207866
9,2,0.7,0.0,0.282,0.226,Hay_Hassani,False,True,2025-04-02 09:33:59.207866
9,2,0.7,0.0,0.872,0.832,Ain_Sebaa,False,True,2025-04-02 09:33:59.207866
10,2,0.7,0.0,0.674,0.427,Centre_Ville,False,True,2025-04-02 10:33:59.207866
10,2,1.0,0.0,0.54,0.517,Maarif,False,True,2025-04-02 10:33:59.207866
10,2,1.0,0.0,0.344,0.369,Anfa,False,True,2025-04-02 10:33:59.207866
10,2,0.7,0.0,0.685,0.516,Sidi_Bernoussi,False,True,2025-04-02 10:33:59.207866
10,2,1.0,0.0,0.28,0.327,Hay_Hassani,False,True,2025-04-02 10:33:59.207866
10,2,0.7,0.3,0.882,0.939,Ain_Sebaa,False,True,2025-04-02 10:33:59.207866
11,2,0.7,0.0,0.721,0.562,Centre_Ville,False,True,2025-04-02 11:33:59.207866
11,2,1.0,0.0,0.528,0.652,Maarif,False,True,2025-04-02 11:33:59.207866
11,2,0.7,0.0,0.368,0.216,Anfa,False,True,2025-04-02 11:33:59.207866
11,2,1.0,0.0,0.69,0.747,Sidi_Bernoussi,False,True,2025-04-02 11:33:59.207866
11,2,1.0,0.0,0.325,0.221,Hay_Hassani,False,True,2025-04-02 11:33:59.207866
11,2,1.0,0.0,0.873,0.937,Ain_Sebaa,False,True,2025-04-02 11:33:59.207866
12,2,1.0,0.0,0.727,0.764,Centre_Ville,False,True,2025-04-02 12:33:59.207866
12,2,1.0,0.0,0.545,0.598,Maarif,False,True,2025-04-02 12:33:59.207866
12,2,1.0,0.0,0.362,0.346,Anfa,False,True,2025-04-02 12:33:59.207866
12,2,1.0,0.0,0.728,0.693,Sidi_Bernoussi,False,True,2025-04-02 12:33:59.207866
12,2,0.7,0.0,0.289,0.28,Hay_Hassani,False,True,2025-04-02 12:33:59.207866
12,2,1.0,0.0,0.909,1.0,Ain_Sebaa,False,True,2025-04-02 12:33:59.207866
13,2,1.0,0.0,0.667,0.864,Centre_Ville,False,True,2025-04-02 13:33:59.207866
13,2,1.0,0.0,0.546,0.704,Maarif,False,True,2025-04-02 13:33:59.207866
13,2,1.0,0.0,0.363,0.336,Anfa,False,True,2025-04-02 13:33:59.207866
13,2,1.0,0.0,0.715,0.746,Sidi_Bernoussi,False,True,2025-04-02 13:33:59.207866
13,2,0.7,0.0,0.269,0.251,Hay_Hassani,False,True,2025-04-02 13:33:59.207866
13,2,0.7,0.0,0.892,0.664,Ain_Sebaa,False,True,2025-04-02 13:33:59.207866
14,2,0.7,0.0,0.681,0.534,Centre_Ville,False,True,2025-04-02 14:33:59.207866
14,2,0.7,0.0,0.549,0.383,Maarif,False,True,2025-04-02 14:33:59.207866
14,2,1.0,0.0,0.38,0.431,Anfa,False,True,2025-04-02 14:33:59.207866
14,2,0.7,0.0,0.729,0.463,Sidi_Bernoussi,False,True,2025-04-02 14:33:59.207866
14,2,1.0,0.0,0.294,0.345,Hay_Hassani,False,True,2025-04-02 14:33:59.207866
14,2,1.0,0.0,0.886,0.887,Ain_Sebaa,False,True,2025-04-02 14:33:59.207866
15,2,0.7,0.0,0.68,0.458,Centre_Ville,False,True,2025-04-02 15:33:59.207866
15,2,0.7,0.0,0.574,0.38,Maarif,False,True,2025-04-02 15:33:59.207866
15,2,0.7,0.0,0.361,0.202,Anfa,False,True,2025-04-02 15:33:59.207866
15,2,0.7,0.0,0.713,0.42,Sidi_Bernoussi,False,True,2025-04-02 15:33:59.207866
15,2,0.7,0.0,0.271,0.171,Hay_Hassani,False,True,2025-04-02 15:33:59.207866
15,2,0.7,0.0,0.881,0.629,Ain_Sebaa,False,True,2025-04-02 15:33:59.207866
16,2,0.7,0.0,0.717,0.477,Centre_Ville,False,True,2025-04-02 16:33:59.207866
16,2,0.7,0.0,0.555,0.309,Maarif,False,True,2025-04-02 16:33:59.207866
16,2,1.0,0.0,0.365,0.294,Anfa,False,True,2025-04-02 16:33:59.207866
16,2,0.7,0.0,0.678,0.502,Sidi_Bernoussi,False,True,2025-04-02 16:33:59.207866
16,2,1.0,0.0,0.276,0.347,Hay_Hassani,False,True,2025-04-02 16:33:59.207866
16,2,0.7,0.0,0.866,0.512,Ain_Sebaa,False,True,2025-04-02 16:33:59.207866
17,2,1.0,0.0,0.69,1.0,Centre_Ville,False,True,2025-04-02 17:33:59.207866
17,2,1.0,0.0,0.55,1.0,Maarif,False,True,2025-04-02 17:33:59.207866
17,2,0.7,0.0,0.356,0.725,Anfa,False,True,2025-04-02 17:33:59.207866
17,2,1.0,0.0,0.694,1.0,Sidi_Bernoussi,False,True,2025-04-02 17:33:59.207866
17,2,1.0,0.0,0.322,0.797,Hay_Hassani,False,True,2025-04-02 17:33:59.207866
17,2,0.7,0.0,0.897,1.0,Ain_Sebaa,False,True,2025-04-02 17:33:59.207866
18,2,0.7,0.0,0.694,1.0,Centre_Ville,False,True,2025-04-02 18:33:59.207866
18,2,1.0,0.0,0.528,1.0,Maarif,False,True,2025-04-02 18:33:59.207866
18,2,0.7,0.0,0.371,0.886,Anfa,False,True,2025-04-02 18:33:59.207866
18,2,1.0,0.0,0.682,1.0,Sidi_Bernoussi,False,True,2025-04-02 18:33:59.207866
18,2,1.0,0.0,0.315,1.0,Hay_Hassani,False,True,2025-04-02 18:33:59.207866
18,2,1.0,0.0,0.912,1.0,Ain_Sebaa,False,True,2025-04-02 18:33:59.207866
19,2,1.0,0.0,0.705,1.0,Centre_Ville,False,True,2025-04-02 19:33:59.207866
19,2,0.7,0.0,0.549,1.0,Maarif,False,True,2025-04-02 19:33:59.207866
19,2,1.0,0.0,0.354,1.0,Anfa,False,True,2025-04-02 19:33:59.207866
19,2,1.0,0.0,0.724,1.0,Sidi_Bernoussi,False,True,2025-04-02 19:33:59.207866
19,2,1.0,0.0,0.255,0.741,Hay_Hassani,False,True,2025-04-02 19:33:59.207866
19,2,1.0,0.0,0.915,1.0,Ain_Sebaa,False,True,2025-04-02 19:33:59.207866
20,2,0.7,0.0,0.701,0.845,Centre_Ville,False,True,2025-04-02 20:33:59.207866
20,2,1.0,0.0,0.522,1.0,Maarif,False,True,2025-04-02 20:33:59.207866
20,2,0.7,0.0,0.364,0.51,Anfa,False,True,2025-04-02 20:33:59.207866
20,2,0.7,0.0,0.691,0.978,Sidi_Bernoussi,False,True,2025-04-02 20:33:59.207866
20,2,1.0,0.0,0.31,0.442,Hay_Hassani,False,True,2025-04-02 20:33:59.207866
20,2,1.0,0.0,0.866,1.0,Ain_Sebaa,False,True,2025-04-02 20:33:59.207866
21,2,1.0,0.0,0.727,0.677,Centre_Ville,False,True,2025-04-02 21:33:59.207866
21,2,0.7,0.0,0.554,0.316,Maarif,False,True,2025-04-02 21:33:59.207866
21,2,1.0,0.0,0.373,0.363,Anfa,False,True,2025-04-02 21:33:59.207866
21,2,1.0,0.0,0.696,0.66,Sidi_Bernoussi,False,True,2025-04-02 21:33:59.207866
21,2,0.7,0.0,0.263,0.197,Hay_Hassani,False,True,2025-04-02 21:33:59.207866
21,2,1.0,0.0,0.854,0.757,Ain_Sebaa,False,True,2025-04-02 21:33:59.207866
22,2,1.0,0.0,0.736,0.52,Centre_Ville,False,True,2025-04-02 22:33:59.207866
22,2,0.7,0.0,0.567,0.337,Maarif,False,True,2025-04-02 22:33:59.207866
22,2,1.0,0.0,0.33,0.339,Anfa,False,True,2025-04-02 22:33:59.207866
22,2,1.0,0.0,0.709,0.625,Sidi_Bernoussi,False,True,2025-04-02 22:33:59.207866
22,2,0.7,0.3,0.268,0.489,Hay_Hassani,False,True,2025-04-02 22:33:59.207866
22,2,0.7,0.0,0.902,0.562,Ain_Sebaa,False,True,2025-04-02 22:33:59.207866
23,2,1.0,0.0,0.655,0.119,Centre_Ville,False,True,2025-04-02 23:33:59.207866
23,2,0.7,0.0,0.516,0.005,Maarif,False,True,2025-04-02 23:33:59.207866
23,2,1.0,0.0,0.358,0.146,Anfa,False,True,2025-04-02 23:33:59.207866
23,2,1.0,0.0,0.704,0.092,Sidi_Bernoussi,False,True,2025-04-02 23:33:59.207866
23,2,1.0,0.0,0.281,0.047,Hay_Hassani,False,True,2025-04-02 23:33:59.207866
23,2,1.0,0.0,0.901,0.149,Ain_Sebaa,False,True,2025-04-02 23:33:59.207866
0,3,1.0,0.0,0.697,0.013,Centre_Ville,False,True,2025-04-03 00:33:59.207866
0,3,1.0,0.0,0.554,0.116,Maarif,False,True,2025-04-03 00:33:59.207866
0,3,1.0,0.0,0.367,0.081,Anfa,False,True,2025-04-03 00:33:59.207866
0,3,1.0,0.0,0.716,0.063,Sidi_Bernoussi,False,True,2025-04-03 00:33:59.207866
0,3,1.0,0.0,0.298,0.0,Hay_Hassani,False,True,2025-04-03 00:33:59.207866
0,3,0.7,0.0,0.873,0.052,Ain_Sebaa,False,True,2025-04-03 00:33:59.207866
1,3,1.0,0.0,0.714,0.029,Centre_Ville,False,True,2025-04-03 01:33:59.207866
1,3,1.0,0.0,0.573,0.024,Maarif,False,True,2025-04-03 01:33:59.207866
1,3,1.0,0.0,0.329,0.0,Anfa,False,True,2025-04-03 01:33:59.207866
1,3,0.7,0.0,0.687,0.026,Sidi_Bernoussi,False,True,2025-04-03 01:33:59.207866
1,3,0.7,0.0,0.302,0.0,Hay_Hassani,False,True,2025-04-03 01:33:59.207866
1,3,1.0,0.0,0.895,0.15,Ain_Sebaa,False,True,2025-04-03 01:33:59.207866
2,3,0.7,0.0,0.734,0.129,Centre_Ville,False,True,2025-04-03 02:33:59.207866
2,3,0.7,0.0,0.568,0.019,Maarif,False,True,2025-04-03 02:33:59.207866
2,3,1.0,0.0,0.341,0.016,Anfa,False,True,2025-04-03 02:33:59.207866
2,3,1.0,0.0,0.672,0.12,Sidi_Bernoussi,False,True,2025-04-03 02:33:59.207866
2,3,1.0,0.0,0.31,0.068,Hay_Hassani,False,True,2025-04-03 02:33:59.207866
2,3,0.7,0.0,0.918,0.083,Ain_Sebaa,False,True,2025-04-03 02:33:59.207866
3,3,0.7,0.0,0.685,0.0,Centre_Ville,False,True,2025-04-03 03:33:59.207866
3,3,1.0,0.0,0.537,0.106,Maarif,False,True,2025-04-03 03:33:59.207866
3,3,1.0,0.0,0.382,0.083,Anfa,False,True,2025-04-03 03:33:59.207866
3,3,1.0,0.0,0.705,0.096,Sidi_Bernoussi,False,True,2025-04-03 03:33:59.207866
3,3,1.0,0.0,0.288,0.023,Hay_Hassani,False,True,2025-04-03 03:33:59.207866
3,3,1.0,0.0,0.925,0.133,Ain_Sebaa,False,True,2025-04-03 03:33:59.207866
4,3,0.7,0.0,0.673,0.197,Centre_Ville,False,True,2025-04-03 04:33:59.207866
4,3,0.7,0.0,0.524,0.168,Maarif,False,True,2025-04-03 04:33:59.207866
4,3,1.0,0.0,0.354,0.079,Anfa,False,True,2025-04-03 04:33:59.207866
4,3,0.7,0.0,0.74,0.051,Sidi_Bernoussi,False,True,2025-04-03 04:33:59.207866
4,3,1.0,0.0,0.308,0.09,Hay_Hassani,False,True,2025-04-03 04:33:59.207866
4,3,0.7,0.0,0.88,0.15,Ain_Sebaa,False,True,2025-04-03 04:33:59.207866
5,3,1.0,0.0,0.698,0.201,Centre_Ville,False,True,2025-04-03 05:33:59.207866
5,3,0.7,0.0,0.567,0.069,Maarif,False,True,2025-04-03 05:33:59.207866
5,3,0.7,0.0,0.377,0.102,Anfa,False,True,2025-04-03 05:33:59.207866
5,3,0.7,0.0,0.731,0.121,Sidi_Bernoussi,False,True,2025-04-03 05:33:59.207866
5,3,0.7,0.0,0.288,0.0,Hay_Hassani,False,True,2025-04-03 05:33:59.207866
5,3,0.7,0.0,0.834,0.131,Ain_Sebaa,False,True,2025-04-03 05:33:59.207866
6,3,1.0,0.0,0.701,1.0,Centre_Ville,False,True,2025-04-03 06:33:59.207866
6,3,0.7,0.0,0.562,0.732,Maarif,False,True,2025-04-03 06:33:59.207866
6,3,1.0,0.0,0.351,0.616,Anfa,False,True,2025-04-03 06:33:59.207866
6,3,0.7,0.0,0.715,0.937,Sidi_Bernoussi,False,True,2025-04-03 06:33:59.207866
6,3,1.0,0.0,0.306,0.566,Hay_Hassani,False,True,2025-04-03 06:33:59.207866
6,3,0.7,0.0,0.89,1.0,Ain_Sebaa,False,True,2025-04-03 06:33:59.207866
7,3,1.0,0.0,0.706,0.993,Centre_Ville,False,True,2025-04-03 07:33:59.207866
7,3,1.0,0.0,0.535,0.686,Maarif,False,True,2025-04-03 07:33:59.207866
7,3,1.0,0.0,0.353,0.507,Anfa,False,True,2025-04-03 07:33:59.207866
7,3,1.0,0.0,0.704,0.929,Sidi_Bernoussi,False,True,2025-04-03 07:33:59.207866
7,3,0.7,0.0,0.255,0.253,Hay_Hassani,False,True,2025-04-03 07:33:59.207866
7,3,1.0,0.0,0.853,1.0,Ain_Sebaa,False,True,2025-04-03 07:33:59.207866
8,3,1.0,0.0,0.693,1.0,Centre_Ville,False,True,2025-04-03 08:33:59.207866
8,3,1.0,0.0,0.513,0.904,Maarif,False,True,2025-04-03 08:33:59.207866
8,3,1.0,0.0,0.372,0.552,Anfa,False,True,2025-04-03 08:33:59.207866
8,3,1.0,0.0,0.725,1.0,Sidi_Bernoussi,False,True,2025-04-03 08:33:59.207866
8,3,0.7,0.0,0.253,0.38,Hay_Hassani,False,True,2025-04-03 08:33:59.207866
8,3,0.7,0.0,0.905,0.924,Ain_Sebaa,False,True,2025-04-03 08:33:59.207866
9,3,1.0,0.0,0.676,0.936,Centre_Ville,False,True,2025-04-03 09:33:59.207866
9,3,1.0,0.0,0.562,0.798,Maarif,False,True,2025-04-03 09:33:59.207866
9,3,0.7,0.0,0.406,0.323,Anfa,False,True,2025-04-03 09:33:59.207866
9,3,1.0,0.0,0.698,0.919,Sidi_Bernoussi,False,True,2025-04-03 09:33:59.207866
9,3,0.7,0.0,0.286,0.304,Hay_Hassani,False,True,2025-04-03 09:33:59.207866
9,3,1.0,0.0,0.889,1.0,Ain_Sebaa,False,True,2025-04-03 09:33:59.207866
10,3,1.0,0.0,0.681,0.769,Centre_Ville,False,True,2025-04-03 10:33:59.207866
10,3,0.7,0.0,0.583,0.356,Maarif,False,True,2025-04-03 10:33:59.207866
10,3,1.0,0.0,0.372,0.378,Anfa,False,True,2025-04-03 10:33:59.207866
10,3,1.0,0.0,0.726,0.769,Sidi_Bernoussi,False,True,2025-04-03 10:33:59.207866
10,3,0.7,0.0,0.273,0.22,Hay_Hassani,False,True,2025-04-03 10:33:59.207866
10,3,1.0,0.0,0.89,0.912,Ain_Sebaa,False,True,2025-04-03 10:33:59.207866
11,3,1.0,0.0,0.677,0.758,Centre_Ville,False,True,2025-04-03 11:33:59.207866
11,3,1.0,0.0,0.547,0.535,Maarif,False,True,2025-04-03 11:33:59.207866
11,3,1.0,0.0,0.348,0.443,Anfa,False,True,2025-04-03 11:33:59.207866
11,3,1.0,0.0,0.722,0.781,Sidi_Bernoussi,False,True,2025-04-03 11:33:59.207866
11,3,1.0,0.0,0.334,0.162,Hay_Hassani,False,True,2025-04-03 11:33:59.207866
11,3,0.7,0.0,0.931,0.666,Ain_Sebaa,False,True,2025-04-03 11:33:59.207866
12,3,1.0,0.0,0.708,0.808,Centre_Ville,False,True,2025-04-03 12:33:59.207866
12,3,0.7,0.0,0.539,0.38,Maarif,False,True,2025-04-03 12:33:59.207866
12,3,1.0,0.0,0.392,0.409,Anfa,False,True,2025-04-03 12:33:59.207866
12,3,1.0,0.0,0.698,0.721,Sidi_Bernoussi,False,True,2025-04-03 12:33:59.207866
12,3,0.7,0.0,0.294,0.191,Hay_Hassani,False,True,2025-04-03 12:33:59.207866
12,3,1.0,0.0,0.909,0.979,Ain_Sebaa,False,True,2025-04-03 12:33:59.207866
13,3,0.7,0.0,0.703,0.57,Centre_Ville,False,True,2025-04-03 13:33:59.207866
13,3,0.7,0.0,0.531,0.378,Maarif,False,True,2025-04-03 13:33:59.207866
13,3,1.0,0.0,0.37,0.388,Anfa,False,True,2025-04-03 13:33:59.207866
13,3,1.0,0.0,0.71,0.843,Sidi_Bernoussi,False,True,2025-04-03 13:33:59.207866
13,3,0.7,0.0,0.332,0.281,Hay_Hassani,False,True,2025-04-03 13:33:59.207866
13,3,0.7,0.0,0.915,0.673,Ain_Sebaa,False,True,2025-04-03 13:33:59.207866
14,3,1.0,0.0,0.735,0.798,Centre_Ville,False,True,2025-04-03 14:33:59.207866
14,3,0.7,0.0,0.524,0.389,Maarif,False,True,2025-04-03 14:33:59.207866
14,3,0.7,0.0,0.333,0.292,Anfa,False,True,2025-04-03 14:33:59.207866
14,3,1.0,0.0,0.678,0.831,Sidi_Bernoussi,False,True,2025-04-03 14:33:59.207866
14,3,1.0,0.0,0.287,0.281,Hay_Hassani,False,True,2025-04-03 14:33:59.207866
14,3,1.0,0.0,0.854,0.976,Ain_Sebaa,False,True,2025-04-03 14:33:59.207866
15,3,0.7,0.0,0.714,0.544,Centre_Ville,False,True,2025-04-03 15:33:59.207866
15,3,1.0,0.0,0.547,0.603,Maarif,False,True,2025-04-03 15:33:59.207866
15,3,1.0,0.0,0.361,0.37,Anfa,False,True,2025-04-03 15:33:59.207866
15,3,1.0,0.0,0.675,0.66,Sidi_Bernoussi,False,True,2025-04-03 15:33:59.207866
15,3,0.7,0.0,0.245,0.146,Hay_Hassani,False,True,2025-04-03 15:33:59.207866
15,3,1.0,0.0,0.88,0.883,Ain_Sebaa,False,True,2025-04-03 15:33:59.207866
16,3,1.0,0.0,0.722,0.689,Centre_Ville,False,True,2025-04-03 16:33:59.207866
16,3,0.7,0.0,0.544,0.393,Maarif,False,True,2025-04-03 16:33:59.207866
16,3,1.0,0.0,0.381,0.374,Anfa,False,True,2025-04-03 16:33:59.207866
16,3,1.0,0.0,0.696,0.669,Sidi_Bernoussi,False,True,2025-04-03 16:33:59.207866
16,3,1.0,0.0,0.299,0.299,Hay_Hassani,False,True,2025-04-03 16:33:59.207866
16,3,1.0,0.0,0.879,0.86,Ain_Sebaa,False,True,2025-04-03 16:33:59.207866
17,3,1.0,0.0,0.732,1.0,Centre_Ville,False,True,2025-04-03 17:33:59.207866
17,3,0.7,0.0,0.538,1.0,Maarif,False,True,2025-04-03 17:33:59.207866
17,3,1.0,0.0,0.388,1.0,Anfa,False,True,2025-04-03 17:33:59.207866
17,3,1.0,0.0,0.698,1.0,Sidi_Bernoussi,False,True,2025-04-03 17:33:59.207866
17,3,1.0,0.0,0.236,0.767,Hay_Hassani,False,True,2025-04-03 17:33:59.207866
17,3,0.7,0.0,0.886,1.0,Ain_Sebaa,False,True,2025-04-03 17:33:59.207866
18,3,0.7,0.0,0.714,1.0,Centre_Ville,False,True,2025-04-03 18:33:59.207866
18,3,0.7,0.0,0.526,1.0,Maarif,False,True,2025-04-03 18:33:59.207866
18,3,0.7,0.0,0.332,0.794,Anfa,False,True,2025-04-03 18:33:59.207866
18,3,1.0,0.0,0.723,1.0,Sidi_Bernoussi,False,True,2025-04-03 18:33:59.207866
18,3,1.0,0.0,0.276,1.0,Hay_Hassani,False,True,2025-04-03 18:33:59.207866
18,3,1.0,0.0,0.867,1.0,Ain_Sebaa,False,True,2025-04-03 18:33:59.207866
19,3,0.7,0.0,0.706,1.0,Centre_Ville,False,True,2025-04-03 19:33:59.207866
19,3,0.7,0.4,0.525,1.0,Maarif,False,True,2025-04-03 19:33:59.207866
19,3,1.0,0.0,0.379,1.0,Anfa,False,True,2025-04-03 19:33:59.207866
19,3,0.7,0.4,0.687,1.0,Sidi_Bernoussi,False,True,2025-04-03 19:33:59.207866
19,3,1.0,0.0,0.299,0.858,Hay_Hassani,False,True,2025-04-03 19:33:59.207866
19,3,1.0,0.0,0.901,1.0,Ain_Sebaa,False,True,2025-04-03 19:33:59.207866
20,3,1.0,0.0,0.723,1.0,Centre_Ville,False,True,2025-04-03 20:33:59.207866
20,3,0.7,0.0,0.505,0.708,Maarif,False,True,2025-04-03 20:33:59.207866
20,3,1.0,0.0,0.359,0.716,Anfa,False,True,2025-04-03 20:33:59.207866
20,3,1.0,0.0,0.708,1.0,Sidi_Bernoussi,False,True,2025-04-03 20:33:59.207866
20,3,1.0,0.0,0.311,0.608,Hay_Hassani,False,True,2025-04-03 20:33:59.207866
20,3,0.7,0.0,0.869,1.0,Ain_Sebaa,False,True,2025-04-03 20:33:59.207866
21,3,1.0,0.0,0.736,0.646,Centre_Ville,False,True,2025-04-03 21:33:59.207866
21,3,1.0,0.0,0.552,0.527,Maarif,False,True,2025-04-03 21:33:59.207866
21,3,1.0,0.0,0.347,0.317,Anfa,False,True,2025-04-03 21:33:59.207866
21,3,1.0,0.0,0.711,0.57,Sidi_Bernoussi,False,True,2025-04-03 21:33:59.207866
21,3,1.0,0.6,0.301,0.819,Hay_Hassani,False,True,2025-04-03 21:33:59.207866
21,3,1.0,0.0,0.875,0.828,Ain_Sebaa,False,True,2025-04-03 21:33:59.207866
22,3,1.0,0.0,0.721,0.635,Centre_Ville,False,True,2025-04-03 22:33:59.207866
22,3,1.0,0.6,0.57,1.0,Maarif,False,True,2025-04-03 22:33:59.207866
22,3,1.0,0.0,0.368,0.296,Anfa,False,True,2025-04-03 22:33:59.207866
22,3,1.0,0.0,0.714,0.675,Sidi_Bernoussi,False,True,2025-04-03 22:33:59.207866
22,3,0.7,0.0,0.279,0.171,Hay_Hassani,False,True,2025-04-03 22:33:59.207866
22,3,1.0,0.0,0.878,0.727,Ain_Sebaa,False,True,2025-04-03 22:33:59.207866
23,3,1.0,0.0,0.714,0.092,Centre_Ville,False,True,2025-04-03 23:33:59.207866
23,3,1.0,0.0,0.566,0.05,Maarif,False,True,2025-04-03 23:33:59.207866
23,3,1.0,0.0,0.38,0.025,Anfa,False,True,2025-04-03 23:33:59.207866
23,3,0.7,0.0,0.691,0.092,Sidi_Bernoussi,False,True,2025-04-03 23:33:59.207866
23,3,1.0,0.0,0.285,0.0,Hay_Hassani,False,True,2025-04-03 23:33:59.207866
23,3,1.0,0.0,0.907,0.174,Ain_Sebaa,False,True,2025-04-03 23:33:59.207866
